layer,output_norm,yd_emb_norm
2,28.18194007873535,3.220632791519165
2,27.766868591308594,3.2204701900482178
2,27.637819290161133,3.2202982902526855
2,27.85254669189453,3.2201273441314697
2,27.95906639099121,3.220000743865967
2,28.734880447387695,3.2198538780212402
2,29.073619842529297,3.219727039337158
2,28.44941520690918,3.2195942401885986
2,28.386444091796875,3.2194318771362305
2,28.528114318847656,3.2192294597625732
2,28.108596801757812,3.2190213203430176
2,27.808025360107422,3.218813896179199
2,28.24123764038086,3.2185893058776855
2,28.187835693359375,3.2183678150177
2,28.104442596435547,3.2181854248046875
2,28.39329719543457,3.2180018424987793
2,27.643783569335938,3.2178115844726562
2,27.153579711914062,3.2176263332366943
2,27.334484100341797,3.2174530029296875
2,28.123092651367188,3.2172865867614746
2,28.53748893737793,3.2171316146850586
2,28.419727325439453,3.216977119445801
2,28.262237548828125,3.216799736022949
2,27.89678382873535,3.2166287899017334
2,27.895490646362305,3.2164576053619385
2,28.547826766967773,3.2162647247314453
2,28.97647476196289,3.216045618057251
2,28.53044319152832,3.215820789337158
2,27.80306053161621,3.215573787689209
2,27.797426223754883,3.2153308391571045
2,27.000263214111328,3.215082883834839
2,27.374055862426758,3.214838981628418
2,26.386917114257812,3.214606523513794
2,26.54602813720703,3.214606523513794
2,26.385356903076172,3.214606523513794
2,26.652925491333008,3.214606523513794
2,26.748456954956055,3.214607000350952
2,26.542348861694336,3.214606523513794
2,26.542348861694336,3.214606523513794
2,26.532001495361328,3.214606523513794
2,26.532001495361328,3.214606523513794
2,26.59859275817871,3.214606523513794
2,26.59859275817871,3.214606523513794
2,26.63417625427246,3.214606523513794
2,26.63417625427246,3.214606523513794
2,26.64809799194336,3.214606523513794
2,26.64809799194336,3.214606523513794
2,26.78714942932129,3.214606523513794
2,26.822948455810547,3.2143633365631104
2,27.350040435791016,3.2141716480255127
2,27.416837692260742,3.213986396789551
2,27.28290557861328,3.213825225830078
2,26.629236221313477,3.2136728763580322
2,26.77197265625,3.2135159969329834
2,26.781383514404297,3.2133681774139404
2,27.12969970703125,3.213200569152832
2,26.811986923217773,3.2130117416381836
2,27.772764205932617,3.2128241062164307
2,27.895341873168945,3.21266508102417
2,27.718891143798828,3.2124884128570557
2,26.89832878112793,3.2122855186462402
2,26.729782104492188,3.212067127227783
2,26.264354705810547,3.211839199066162
2,26.48177719116211,3.211611747741699
2,27.05626106262207,3.2114038467407227
2,27.157386779785156,3.2112069129943848
2,27.21687126159668,3.2110283374786377
2,26.932910919189453,3.210866928100586
2,26.79574203491211,3.2106964588165283
2,26.08965301513672,3.210526704788208
2,26.31753921508789,3.2103450298309326
2,26.647096633911133,3.210148334503174
2,26.612701416015625,3.209942102432251
2,26.336990356445312,3.209712028503418
2,26.34043312072754,3.2094955444335938
2,26.248146057128906,3.209265947341919
2,26.006540298461914,3.209040880203247
2,26.114561080932617,3.208829641342163
2,25.94820213317871,3.208615303039551
2,26.336763381958008,3.208432197570801
2,26.76523208618164,3.2082512378692627
2,26.769824981689453,3.208089828491211
2,26.562707901000977,3.207918882369995
2,26.46706199645996,3.207725763320923
2,26.300453186035156,3.207524299621582
2,26.113506317138672,3.2072925567626953
2,25.88775634765625,3.2070746421813965
2,25.532638549804688,3.206839084625244
2,25.77692222595215,3.206839084625244
2,25.55000114440918,3.206839084625244
2,25.846500396728516,3.206839084625244
2,25.911226272583008,3.206839084625244
2,25.65839385986328,3.206839084625244
2,25.65839385986328,3.206839084625244
2,25.608278274536133,3.206839084625244
2,25.608278274536133,3.206839084625244
2,25.87104606628418,3.206839084625244
2,25.87104606628418,3.206839084625244
2,25.85472297668457,3.206839084625244
2,25.85472297668457,3.206839084625244
2,25.71013832092285,3.206839084625244
2,25.71013832092285,3.206839084625244
2,26.127857208251953,3.206839084625244
2,26.17322540283203,3.206601858139038
2,26.710979461669922,3.206355333328247
2,26.483232498168945,3.2060956954956055
2,26.041149139404297,3.2058475017547607
